customer_id,first_name,last_name,email,activebool,create_date,active,address,address2,district,postal_code,city,country,customer_last_upd,address_last_upd,city_last_upd,country_last_upd
15,Helen,Harris,helen.harris@sakilacustomer.org,t,2006-02-14,1,419 Iligan Lane,,Madhya Pradesh,72878,Bhopal,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
16,Sandra,Martin,sandra.martin@sakilacustomer.org,t,2006-02-14,0,360 Toulouse Parkway,,England,54308,Southend-on-Sea,United Kingdom,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
17,Donna,Thompson,donna.thompson@sakilacustomer.org,t,2006-02-14,1,270 Toulon Boulevard,,Kalmykia,81766,Elista,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
18,Carol,Garcia,carol.garcia@sakilacustomer.org,t,2006-02-14,1,320 Brest Avenue,,Kaduna,43331,Kaduna,Nigeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
19,Ruth,Martinez,ruth.martinez@sakilacustomer.org,t,2006-02-14,1,1417 Lancaster Avenue,,Northern Cape,72192,Kimberley,South Africa,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
20,Sharon,Robinson,sharon.robinson@sakilacustomer.org,t,2006-02-14,1,1688 Okara Way,,Nothwest Border Prov,21954,Mardan,Pakistan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
21,Michelle,Clark,michelle.clark@sakilacustomer.org,t,2006-02-14,1,262 A Corua (La Corua) Parkway,,Dhaka,34418,Tangail,Bangladesh,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
22,Laura,Rodriguez,laura.rodriguez@sakilacustomer.org,t,2006-02-14,1,28 Charlotte Amalie Street,,Rabat-Sal-Zammour-Z,37551,Sal,Morocco,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
23,Sarah,Lewis,sarah.lewis@sakilacustomer.org,t,2006-02-14,1,1780 Hino Boulevard,,Liepaja,7716,Liepaja,Latvia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
24,Kimberly,Lee,kimberly.lee@sakilacustomer.org,t,2006-02-14,1,96 Tafuna Way,,Crdoba,99865,Crdoba,Argentina,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
25,Deborah,Walker,deborah.walker@sakilacustomer.org,t,2006-02-14,1,934 San Felipe de Puerto Plata Street,,Sind,99780,Shikarpur,Pakistan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
26,Jessica,Hall,jessica.hall@sakilacustomer.org,t,2006-02-14,1,18 Duisburg Boulevard,,,58327,Citt del Vaticano,Holy See (Vatican City State),2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
27,Shirley,Allen,shirley.allen@sakilacustomer.org,t,2006-02-14,1,217 Botshabelo Place,,Southern Mindanao,49521,Davao,Philippines,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
28,Cynthia,Young,cynthia.young@sakilacustomer.org,t,2006-02-14,1,1425 Shikarpur Manor,,Bihar,65599,Munger (Monghyr),India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
29,Angela,Hernandez,angela.hernandez@sakilacustomer.org,t,2006-02-14,1,786 Aurora Avenue,,Yamaguchi,65750,Shimonoseki,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
30,Melissa,King,melissa.king@sakilacustomer.org,t,2006-02-14,1,1668 Anpolis Street,,Taipei,50199,Lungtan,Taiwan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
31,Brenda,Wright,brenda.wright@sakilacustomer.org,t,2006-02-14,1,33 Gorontalo Way,,West Bengali,30348,Kamarhati,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
32,Amy,Lopez,amy.lopez@sakilacustomer.org,t,2006-02-14,1,176 Mandaluyong Place,,Uttar Pradesh,65213,Jhansi,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
33,Anna,Hill,anna.hill@sakilacustomer.org,t,2006-02-14,1,127 Purnea (Purnia) Manor,,Piemonte,79388,Alessandria,Italy,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
34,Rebecca,Scott,rebecca.scott@sakilacustomer.org,t,2006-02-14,1,61 Tama Street,,Okayama,94065,Kurashiki,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
35,Virginia,Green,virginia.green@sakilacustomer.org,t,2006-02-14,1,391 Callao Drive,,Midi-Pyrnes,34021,Toulouse,France,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
36,Kathleen,Adams,kathleen.adams@sakilacustomer.org,t,2006-02-14,1,334 Munger (Monghyr) Lane,,Markazi,38145,Arak,Iran,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
37,Pamela,Baker,pamela.baker@sakilacustomer.org,t,2006-02-14,1,1440 Fukuyama Loop,,Henan,47929,Nanyang,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
38,Martha,Gonzalez,martha.gonzalez@sakilacustomer.org,t,2006-02-14,1,269 Cam Ranh Parkway,,Chisinau,34689,Chisinau,Moldova,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
39,Debra,Nelson,debra.nelson@sakilacustomer.org,t,2006-02-14,1,306 Antofagasta Place,,Esprito Santo,3989,Vila Velha,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
40,Amanda,Carter,amanda.carter@sakilacustomer.org,t,2006-02-14,1,671 Graz Street,,Oriental,94399,Nador,Morocco,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
41,Stephanie,Mitchell,stephanie.mitchell@sakilacustomer.org,t,2006-02-14,1,42 Brindisi Place,,Yerevan,16744,Yerevan,Armenia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
42,Carolyn,Perez,carolyn.perez@sakilacustomer.org,t,2006-02-14,1,1632 Bislig Avenue,,Nonthaburi,61117,Pak Kret,Thailand,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
43,Christine,Roberts,christine.roberts@sakilacustomer.org,t,2006-02-14,1,1447 Imus Way,,Tahiti,48942,Faaa,French Polynesia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
44,Marie,Turner,marie.turner@sakilacustomer.org,t,2006-02-14,1,1998 Halifax Drive,,Lipetsk,76022,Lipetsk,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
45,Janet,Phillips,janet.phillips@sakilacustomer.org,t,2006-02-14,1,1718 Valencia Street,,Antofagasta,37359,Antofagasta,Chile,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
46,Catherine,Campbell,catherine.campbell@sakilacustomer.org,t,2006-02-14,1,46 Pjatigorsk Lane,,Moscow (City),23616,Moscow,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
47,Frances,Parker,frances.parker@sakilacustomer.org,t,2006-02-14,1,686 Garland Manor,,Cear,52535,Juazeiro do Norte,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
48,Ann,Evans,ann.evans@sakilacustomer.org,t,2006-02-14,1,909 Garland Manor,,Tatarstan,69367,Niznekamsk,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
49,Joyce,Edwards,joyce.edwards@sakilacustomer.org,t,2006-02-14,1,725 Isesaki Place,,Mekka,74428,Jedda,Saudi Arabia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
50,Diane,Collins,diane.collins@sakilacustomer.org,t,2006-02-14,1,115 Hidalgo Parkway,,Khartum,80168,Omdurman,Sudan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
51,Alice,Stewart,alice.stewart@sakilacustomer.org,t,2006-02-14,1,1135 Izumisano Parkway,,California,48150,Fontana,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
52,Julie,Sanchez,julie.sanchez@sakilacustomer.org,t,2006-02-14,1,939 Probolinggo Loop,,Galicia,4166,A Corua (La Corua),Spain,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
53,Heather,Morris,heather.morris@sakilacustomer.org,t,2006-02-14,1,17 Kabul Boulevard,,Chiba,38594,Nagareyama,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
54,Teresa,Rogers,teresa.rogers@sakilacustomer.org,t,2006-02-14,1,1964 Allappuzha (Alleppey) Street,,Yamaguchi,48980,Iwakuni,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
55,Doris,Reed,doris.reed@sakilacustomer.org,t,2006-02-14,1,1697 Kowloon and New Kowloon Loop,,Moskova,57807,Balaiha,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
56,Gloria,Cook,gloria.cook@sakilacustomer.org,t,2006-02-14,1,1668 Saint Louis Place,,Tahiti,39072,Papeete,French Polynesia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
57,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,t,2006-02-14,1,943 Tokat Street,,Vaduz,45428,Vaduz,Liechtenstein,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
58,Jean,Bell,jean.bell@sakilacustomer.org,t,2006-02-14,1,1114 Liepaja Street,,Sarawak,69226,Kuching,Malaysia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
59,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,t,2006-02-14,1,1213 Ranchi Parkway,,Karnataka,94352,Mysore,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
60,Mildred,Bailey,mildred.bailey@sakilacustomer.org,t,2006-02-14,1,81 Hodeida Way,,Rajasthan,55561,Jaipur,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
61,Katherine,Rivera,katherine.rivera@sakilacustomer.org,t,2006-02-14,1,915 Ponce Place,,Basel-Stadt,83980,Basel,Switzerland,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
62,Joan,Cooper,joan.cooper@sakilacustomer.org,t,2006-02-14,1,1717 Guadalajara Lane,,Missouri,85505,Saint Louis,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
63,Ashley,Richardson,ashley.richardson@sakilacustomer.org,t,2006-02-14,1,1214 Hanoi Way,,Nebraska,67055,Lincoln,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
64,Judith,Cox,judith.cox@sakilacustomer.org,t,2006-02-14,0,1966 Amroha Avenue,,Sichuan,70385,Daxian,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
65,Rose,Howard,rose.howard@sakilacustomer.org,t,2006-02-14,1,698 Otsu Street,,Cayenne,71110,Cayenne,French Guiana,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
66,Janice,Ward,janice.ward@sakilacustomer.org,t,2006-02-14,1,1150 Kimchon Manor,,Skne ln,96109,Malm,Sweden,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
67,Kelly,Torres,kelly.torres@sakilacustomer.org,t,2006-02-14,1,1586 Guaruj Place,,Hunan,5135,Xiangtan,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
68,Nicole,Peterson,nicole.peterson@sakilacustomer.org,t,2006-02-14,1,57 Arlington Manor,,Madhya Pradesh,48960,Shivapuri,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
69,Judy,Gray,judy.gray@sakilacustomer.org,t,2006-02-14,1,1031 Daugavpils Parkway,,Bchar,59025,Bchar,Algeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
70,Christina,Ramirez,christina.ramirez@sakilacustomer.org,t,2006-02-14,1,1124 Buenaventura Drive,,Mekka,6856,al-Hawiya,Saudi Arabia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
71,Kathy,James,kathy.james@sakilacustomer.org,t,2006-02-14,1,492 Cam Ranh Street,,Eastern Visayas,50805,Baybay,Philippines,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
72,Theresa,Watson,theresa.watson@sakilacustomer.org,t,2006-02-14,1,89 Allappuzha (Alleppey) Manor,,National Capital Reg,75444,Taguig,Philippines,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
73,Beverly,Brooks,beverly.brooks@sakilacustomer.org,t,2006-02-14,1,1947 Poos de Caldas Boulevard,,Chiayi,60951,Chiayi,Taiwan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
74,Denise,Kelly,denise.kelly@sakilacustomer.org,t,2006-02-14,1,1206 Dos Quebradas Place,,So Paulo,20207,Rio Claro,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
75,Tammy,Sanders,tammy.sanders@sakilacustomer.org,t,2006-02-14,1,1551 Rampur Lane,,Changhwa,72394,Changhwa,Taiwan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
76,Irene,Price,irene.price@sakilacustomer.org,t,2006-02-14,1,602 Paarl Street,,Pavlodar,98889,Pavlodar,Kazakstan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
77,Jane,Bennett,jane.bennett@sakilacustomer.org,t,2006-02-14,1,1692 Ede Loop,,So Paulo,9223,Araatuba,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
78,Lori,Wood,lori.wood@sakilacustomer.org,t,2006-02-14,1,936 Salzburg Lane,,Uttar Pradesh,96709,Rae Bareli,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
79,Rachel,Barnes,rachel.barnes@sakilacustomer.org,t,2006-02-14,1,586 Tete Way,,Kanagawa,1079,Kamakura,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
80,Marilyn,Ross,marilyn.ross@sakilacustomer.org,t,2006-02-14,1,1888 Kabul Drive,,Oyo & Osun,20936,Ife,Nigeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
81,Andrea,Henderson,andrea.henderson@sakilacustomer.org,t,2006-02-14,1,320 Baiyin Parkway,,Mahajanga,37307,Mahajanga,Madagascar,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
82,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,t,2006-02-14,1,927 Baha Blanca Parkway,,Krim,9495,Simferopol,Ukraine,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
83,Louise,Jenkins,louise.jenkins@sakilacustomer.org,t,2006-02-14,1,929 Tallahassee Loop,,Gauteng,74671,Springs,South Africa,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
84,Sara,Perry,sara.perry@sakilacustomer.org,t,2006-02-14,1,125 Citt del Vaticano Boulevard,,Puebla,67912,Atlixco,Mexico,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
85,Anne,Powell,anne.powell@sakilacustomer.org,t,2006-02-14,1,1557 Ktahya Boulevard,,England,88002,Bradford,United Kingdom,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
86,Jacqueline,Long,jacqueline.long@sakilacustomer.org,t,2006-02-14,1,870 Ashqelon Loop,,Songkhla,84931,Songkhla,Thailand,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
87,Wanda,Patterson,wanda.patterson@sakilacustomer.org,t,2006-02-14,1,1740 Portoviejo Avenue,,Sucre,29932,Sincelejo,Colombia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
88,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,t,2006-02-14,1,1942 Ciparay Parkway,,Cheju,82624,Cheju,South Korea,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
89,Julia,Flores,julia.flores@sakilacustomer.org,t,2006-02-14,1,1926 El Alto Avenue,,Buenos Aires,75543,La Plata,Argentina,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
90,Ruby,Washington,ruby.washington@sakilacustomer.org,t,2006-02-14,1,1952 Chatsworth Drive,,Guangdong,25958,Meixian,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
91,Lois,Butler,lois.butler@sakilacustomer.org,t,2006-02-14,1,1370 Le Mans Avenue,,Brunei and Muara,52163,Bandar Seri Begawan,Brunei,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
92,Tina,Simmons,tina.simmons@sakilacustomer.org,t,2006-02-14,1,984 Effon-Alaiye Avenue,,Gois,17119,Goinia,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
93,Phyllis,Foster,phyllis.foster@sakilacustomer.org,t,2006-02-14,1,832 Nakhon Sawan Manor,,Inner Mongolia,49021,Zalantun,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
94,Norma,Gonzales,norma.gonzales@sakilacustomer.org,t,2006-02-14,1,152 Kitwe Parkway,,Caraga,53182,Bislig,Philippines,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
95,Paula,Bryant,paula.bryant@sakilacustomer.org,t,2006-02-14,1,1697 Tanauan Lane,,Punjab,22870,Pathankot,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
96,Diana,Alexander,diana.alexander@sakilacustomer.org,t,2006-02-14,1,1308 Arecibo Way,,Georgia,30695,Augusta-Richmond County,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
97,Annie,Russell,annie.russell@sakilacustomer.org,t,2006-02-14,1,1599 Plock Drive,,Tete,71986,Tete,Mozambique,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
98,Lillian,Griffin,lillian.griffin@sakilacustomer.org,t,2006-02-14,1,669 Firozabad Loop,,Abu Dhabi,92265,al-Ayn,United Arab Emirates,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
99,Emily,Diaz,emily.diaz@sakilacustomer.org,t,2006-02-14,1,588 Vila Velha Manor,,Kyongsangbuk,51540,Kimchon,South Korea,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
100,Robin,Hayes,robin.hayes@sakilacustomer.org,t,2006-02-14,1,1913 Kamakura Place,,Lipetsk,97287,Jelets,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
101,Peggy,Myers,peggy.myers@sakilacustomer.org,t,2006-02-14,1,733 Mandaluyong Place,,Asir,77459,Abha,Saudi Arabia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
102,Crystal,Ford,crystal.ford@sakilacustomer.org,t,2006-02-14,1,659 Vaduz Drive,,Ha Darom,49708,Ashdod,Israel,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
103,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,t,2006-02-14,1,1177 Jelets Way,,Kwara & Kogi,3305,Ilorin,Nigeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
104,Rita,Graham,rita.graham@sakilacustomer.org,t,2006-02-14,1,1386 Yangor Avenue,,Provence-Alpes-Cte,80720,Toulon,France,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
105,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,t,2006-02-14,1,454 Nakhon Sawan Boulevard,,Funafuti,76383,Funafuti,Tuvalu,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
106,Connie,Wallace,connie.wallace@sakilacustomer.org,t,2006-02-14,1,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,78311,Ivanovo,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
107,Florence,Woods,florence.woods@sakilacustomer.org,t,2006-02-14,1,1532 Dzerzinsk Way,,Buenos Aires,9599,Merlo,Argentina,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
108,Tracy,Cole,tracy.cole@sakilacustomer.org,t,2006-02-14,1,1002 Ahmadnagar Manor,,Mxico,93026,Huixquilucan,Mexico,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
